,0,1
0,0.7024269,0.29757312
1,0.38462365,0.6153763
2,0.19619833,0.8038017
3,0.46647075,0.5335293
4,0.9576901,0.042309884
5,0.9251645,0.07483548
6,0.8256891,0.17431095
7,0.6425494,0.35745066
8,0.4965759,0.50342417
9,0.95283926,0.047160774
10,0.9934069,0.006593081
11,0.99652666,0.0034733387
12,0.9972826,0.002717388
13,0.99768054,0.0023193837
14,0.9979232,0.0020768791
15,0.9971341,0.0028658747
16,0.9961584,0.0038415657
17,0.99489564,0.005104393
18,0.9931092,0.0068908
19,0.99028194,0.009718091
20,0.98520064,0.0147993835
21,0.99771476,0.002285212
22,0.99704164,0.0029583022
23,0.99607605,0.003923876
24,0.99477994,0.0052201184
25,0.99286133,0.007138651
26,0.98967206,0.010327968
27,0.99804556,0.001954392
28,0.9984413,0.0015587364
29,0.9985039,0.0014961305
30,0.9985312,0.0014687511
31,0.99855024,0.0014497946
32,0.99856514,0.0014348727
33,0.9979917,0.0020083867
34,0.99851364,0.0014863776
35,0.9979401,0.0020598667
36,0.9985247,0.0014752763
37,0.9979571,0.002042822
38,0.99853957,0.001460399
39,0.9979777,0.0020223178
40,0.9985526,0.001447328
41,0.99799573,0.0020042525
42,0.9985638,0.0014361371
43,0.99801135,0.001988603
44,0.99857354,0.0014264644
45,0.9980252,0.001974899
46,0.998582,0.0014179933
47,0.9980373,0.0019627393
48,0.9973882,0.0026117866
49,0.99658173,0.0034183075
50,0.9985266,0.0014734546
51,0.9979931,0.002006904
52,0.9973448,0.002655175
53,0.9965354,0.0034645542
54,0.99544156,0.0045584235
55,0.99852884,0.0014711482
56,0.99801576,0.0019842507
57,0.9973864,0.0026136357
58,0.9966035,0.0033964992
59,0.9955503,0.0044497126
60,0.9985677,0.0014322174
61,0.99807054,0.0019294472
62,0.99746513,0.002534817
63,0.99671847,0.003281465
64,0.99572456,0.0042754794
65,0.99427223,0.005727816
66,0.99191815,0.0080818795
67,0.98768204,0.012317917
68,0.99202347,0.007976577
69,0.9912451,0.008754905
70,0.9901867,0.009813282
71,0.9886029,0.011397158
72,0.98621505,0.013784911
73,0.98260707,0.017392915
74,0.9772929,0.022707105
75,0.97001106,0.02998892
76,0.96123713,0.03876282
77,0.9523399,0.04766005
78,0.94484866,0.055151388
79,0.9395536,0.06044636
80,0.93638605,0.063613944
81,0.9348503,0.06514973
82,0.9557883,0.044211652
83,0.94842076,0.051579237
84,0.94362336,0.056376584
85,0.9405181,0.059481908
86,0.9388877,0.061112244
87,0.9383267,0.0616733
88,0.9384726,0.061527375
89,0.93905824,0.06094182
90,0.93990403,0.060095925
91,0.9519116,0.048088353
92,0.9421662,0.05783377
93,0.93562084,0.06437916
94,0.9313625,0.06863744
95,0.92916083,0.07083912
96,0.9284369,0.07156319
97,0.9286636,0.07133641
98,0.9294593,0.07054071
99,0.9305753,0.0694247
