,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,adv_state
0,[0.],[[[0 0 1 0 0]]],[[11.]],[0],[33.],[[0 0 0 0 0]],"[[-0.18095176  0.82936525 -0.25152034  0.20934439  0.13146457  0.38424522
   0.06645891  0.20848697  0.          1.          0.          0.
   0.          0.2       ]]"
1,[15.],[[[0 1 0 0 0]]],[[5.]],[4],[0.],[[0 0 0 0 0]],"[[-0.58637905  1.         -0.18452314  0.1352606   0.21025236  0.50206816
   0.07737812  0.07504071  1.          0.          0.          0.
   0.          0.3       ]]"
2,[0.],[[[1 0 0 0 0]]],[[1.]],[0],[3.],[[0 0 0 0 0]],"[[-0.28258425  0.9826203   0.05164463  0.3782112   0.14722425  0.30217528
   0.06650202  0.10588717  0.          0.          1.          0.
   0.          0.4       ]]"
3,[0.],[[[0 0 1 0 0]]],[[12.]],[0],[36.],[[0 0 0 0 0]],"[[-0.44322276  0.981722    0.15557612  0.34609661  0.18271537  0.33160138
   0.07445803  0.06512858  1.          0.          0.          0.
   0.          0.5       ]]"
4,[0.],[[[1 0 0 0 0]]],[[4.]],[0],[12.],[[0 0 0 0 0]],"[[-0.25832459  0.96323097  0.26714388  0.5220542   0.12765053  0.21819951
   0.05905997  0.07303576  1.          0.          0.          0.
   0.          0.6       ]]"
5,[0.],[[[1 0 0 0 0]]],[[1.]],[0],[3.],[[0 0 0 0 0]],"[[-0.09200265  0.94833338  0.35178474  0.66211385  0.0833061   0.13677004
   0.0431754   0.07463463  1.          0.          0.          0.
   0.          0.7       ]]"
6,[0.],[[[1 0 0 0 0]]],[[1.]],[0],[3.],[[0 0 0 0 0]],"[[0.05879437 0.93789434 0.4181993  0.75911063 0.05311622 0.08476009
  0.03047921 0.07253388 1.         0.         0.         0.
  0.         0.8       ]]"
7,[0.],[[[1 0 0 0 0]]],[[4.]],[0],[12.],[[0 0 0 0 0]],"[[0.19425042 0.93198419 0.47165847 0.82207984 0.03420157 0.05342668
  0.02147982 0.06881218 0.         1.         0.         0.
  0.         0.9       ]]"
8,[0.],[[[0 1 0 0 0]]],[[7.]],[0],[21.],[[0 0 0 0 0]],"[[-0.33877236  0.25160757  0.52233809  0.348427    0.17957906  0.318075
   0.09944128  0.05447767  1.          0.          0.          0.
   0.          1.        ]]"
9,[0.],[[[1 0 0 0 0]]],[[0.001]],[0],[0.],[[0 0 0 0 0]],"[[-0.34911993  0.35836095 -0.15715206  0.097318    0.16577043  0.51964658
   0.08754377  0.12972124  0.          0.          1.          0.
   0.          1.1       ]]"
