,0,1
0,0.9492466,0.050753355
1,0.6164552,0.38354477
2,0.96204114,0.037958935
3,0.94714946,0.05285053
4,0.54840857,0.45159137
5,0.84054804,0.15945198
6,0.8758695,0.124130495
7,0.593875,0.40612504
8,0.7003652,0.2996348
9,0.82276696,0.17723304
10,0.54488367,0.45511636
11,0.58123136,0.41876858
12,0.67235404,0.32764596
13,0.6052894,0.39471054
14,0.6095069,0.3904931
15,0.6279796,0.37202036
16,0.6306428,0.36935723
17,0.6353912,0.3646088
18,0.63451266,0.36548737
19,0.80153084,0.19846916
20,0.9516474,0.048352648
21,0.84454185,0.15545818
22,0.7285081,0.2714919
23,0.93548906,0.06451093
24,0.9161765,0.08382358
25,0.86890846,0.13109154
26,0.9004947,0.09950529
27,0.91532654,0.08467344
28,0.9001307,0.09986929
29,0.9977151,0.0022848533
30,0.9683801,0.031619944
31,0.90199417,0.09800585
32,0.93985254,0.060147475
33,0.939248,0.06075201
34,0.94528514,0.05471484
35,0.94764847,0.052351564
36,0.95011586,0.049884163
37,0.9516436,0.048356418
38,0.9528634,0.047136668
39,0.95371705,0.046283
40,0.95436037,0.04563959
41,0.95483005,0.045169912
42,0.955182,0.044818033
43,0.95544493,0.04455507
44,0.95564437,0.044355646
45,0.9557968,0.04420321
46,0.97620857,0.023791382
47,0.9746269,0.02537314
48,0.9362007,0.0637993
49,0.951385,0.04861496
50,0.94178635,0.058213584
51,0.9435513,0.056448646
52,0.9408435,0.05915643
53,0.9406754,0.05932468
54,0.83412135,0.16587871
55,0.7709301,0.22906981
56,0.77625066,0.22374932
57,0.8635997,0.13640028
58,0.9257201,0.07427987
59,0.90289664,0.09710336
60,0.9122096,0.08779047
61,0.91459095,0.085409075
62,0.9690796,0.030920401
63,0.8891464,0.11085365
64,0.7692573,0.23074268
65,0.76111734,0.2388827
66,0.83318514,0.1668148
67,0.8357373,0.16426271
68,0.883831,0.11616902
69,0.86308455,0.13691545
70,0.88213146,0.11786848
71,0.96782124,0.03217874
72,0.95356905,0.046431
73,0.95761865,0.0423814
74,0.9570874,0.042912584
75,0.8352726,0.1647274
76,0.9077741,0.09222585
77,0.89977765,0.10022237
78,0.76469105,0.23530893
79,0.6412357,0.35876432
80,0.5502592,0.44974074
81,0.49108437,0.50891554
82,0.45464593,0.54535407
83,0.4970039,0.5029961
84,0.45115137,0.54884857
85,0.42505887,0.57494116
86,0.46987733,0.53012264
87,0.5127868,0.48721313
88,0.45102862,0.5489714
89,0.4174287,0.5825713
90,0.3999803,0.6000197
91,0.44619906,0.55380094
92,0.414379,0.585621
93,0.39851397,0.601486
94,0.3921315,0.6078685
95,0.39161447,0.6083856
96,0.39494243,0.6050575
97,0.44803703,0.55196303
98,0.5000013,0.49999875
99,0.5484182,0.4515818
